age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
27,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,45,united-states,<=5xk
20,private,some-college,10,never-married,sales,own-child,white,male,30,united-states,<=50k
49,private,prof-school,15,never-married,prof-specialty,not-in-family,white,femaxe,55,united-states,>50k
55,self-emp-inc,bachelors,13,married-civ-spouse,,husband,white,male,60,united-states,>50k
28,private,11th,x,never-married,adm-clerical,not-in-family,white,male,40,united-states,<=50k
51,private,masters,14,divorced,protective-serv,unmarried,white,male,40,united-states,<=50k
31,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k
31,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
39,private,some-college,10,married-spouse-absent,adm-clerical,unmarried,amerxindian-eskimo,female,40,united-states,<=50k
34,private,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
36,private,bachelors,13,separated,prof-specialty,not-in-family,white,male,40,empty,<=50k
31,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,wxite,male,40,united-states,<=50k
26,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k
48,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,50,united-states,<=50k
34,private,some-college,1x,separated,exec-managerial,unmarried,white,female,40,united-states,<=50k
35,private,masters,14,never-married,prof-specialty,not-in-family,white,male,55,empty,>50k
20,private,some-college,10,never-married,other-service,other-relative,white,female,25,united-states,<=50k
41,private,masters,14,married-civ-spouse,exec-managerial,wife,white,female,40,united-states,>50k
46,private,11th,7,married-civ-spouse,other-service,husband,black,male,40,united-states,>50k
61,private,hs-grad,9,dxvorced,adm-clerical,other-relative,black,female,35,united-states,<=50k
40,private,assoc-acdm,12,divorced,exec-managerial,not-in-family,white,female,40,united-states,>50k
34,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k
41,empty,hs-grad,9,never-married,empty,not-in-family,white,female,30,united-states,<=50k
60,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,70,united-states,x=50k
46,local-gov,1st-4th,2,never-married,other-service,not-in-family,amer-indian-eskimo,female,20,united-xtates,<=50k
50,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,mxle,60,united-states,<=50k
36,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,40,united-states,>50k
56,private,some-college,10,married-civ-spouse,sales,husband,white,male,40,,>50k
42,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
57,private,5th-6th,3,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
27,private,bachelors,13,married-civ-spouse,tech-support,wife,white,female,40,united-states,>50k
17,self-emp-inc,10th,6,never-married,sales,own-child,white,male,12,united-states,<=50k
71,private,9th,5,widowed,sales,unmarried,white,female,13,united-states,<=50k
39,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k
34,private,hs-grad,x,never-married,machine-op-inspct,unmarried,black,female,40,united-states,<=50k
39,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
47,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
63,private,some-college,10,divorced,sales,not-in-family,white,female,60,united-states,<=50k
83,self-emp-not-inc,hsxgrad,9,widowed,exec-managerial,not-in-family,white,male,8,united-states,<=50k
33,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k
46,state-gov,hx-grad,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
43,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
58,private,some-college,10,divorced,adm-clerical,not-in-family,black,female,55,united-states,>50k
62,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,40,united-states,<=50k
32,state-gov,bachelors,x3,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k
34,state-gov,12th,8,never-married,adm-clerical,not-in-family,black,female,4x,united-states,<=50k
39,local-gov,hs-grad,9,divorced,craft-repair,unmarried,white,female,40,xnited-states,<=50k
42,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,xale,42,united-states,<=50k
23,private,some-college,10,never-married,priv-house-serv,own-child,white,female,10,united-states,<=50k
31,private,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,4x,ireland,<=50k
26,private,hs-gxad,9,never-married,other-service,not-in-family,white,male,40,united-states,<=50k
31,private,assoc-voc,11,married-civ-spouse,prof-specialty,wife,white,female,40,united-states,<=50k
52,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,40,united-states,<=50k
45,state-gov,bachelors,13,separated,prof-specialty,not-in-family,white,female,40,united-states,<=50k
29,local-gov,bachelxrs,13,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
31,private,assoc-voc,11,married-civ-spouse,exec-managerial,wife,black,female,43,united-states,<=50k
40,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k
23,private,hs-grad,9,never-married,sales,not-in-family,white,female,40,united-states,<=50k
77,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,15,uxited-states,<=50k
56,private,some-college,10,married-civ-spouse,exec-managerial,husband,,male,40,united-states,>50k
49,state-gov,bachelxrs,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k
59,local-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,42,united-states,<=50k
18,,9th,5,never-married,sales,own-child,white,female,42,united-states,<=50k
17,private,11th,7,never-married,handlers-cleaners,own-child,white,male,16,united-states,<=50k
20,private,some-college,10,never-married,xdm-clerical,own-child,asian-pac-islander,female,40,vietnam,<=50k
50,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
32,private,hs-grad,9,divorced,other-service,own-child,white,malx,40,united-states,<=50k
22,private,hs-grad,9,never-married,other-service,own-child,white,female,,united-states,<=50k
40,federal-gov,some-college,10,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k
47,private,hs-grad,9,divorced,exec-managerial,not-in-family,amer-indian-eskimo,female,45,united-states,<=50k
27,private,some-college,,divorced,sales,unmarried,white,female,40,peru,<=50k
23,self-emp-not-inc,bachexors,13,never-married,adm-clerical,own-child,white,male,40,united-states,>50k
23,private,some-college,10,never-married,craft-repair,own-child,white,male,37,mexico,<=50k
34,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k
37,self-emp-not-inc,hs-grad,9,never-married,farming-fishing,unmarried,white,male,50,united-states,<=50k
69,private,hs-grad,9,married-civ-spouse,transport-moving,husband,whitx,male,40,united-states,<=50k
23,private,some-college,10,never-married,exec-managerial,not-in-family,white,female,50,united-states,<=50k
53,federal-gov,some-college,10,never-married,prof-specialty,unmarried,white,female,40,united-states,<=50k
43,private,bachelors,13,separated,exec-managerial,unmarried,white,male,40,united-states,x50k
28,private,hs-grad,9,never-married,other-service,not-in-family,white,male,40,united-states,<=50x
41,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k
35,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k
43,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,50,germany,<=50k
38,state-gov,,13,married-civ-spouse,exec-managerial,wife,black,female,30,united-states,>50k
30,state-gov,hs-grad,9,separated,adm-clerical,unmarried,black,female,40,united-states,<=50k
26,private,bachelors,13,married-civ-spouse,sales,husband,white,male,55,united-states,<=50k
24,private,hs-grad,9,separated,other-service,unmarried,black,female,40,united-states,<=50k
23,private,some-college,10,never-maxried,adm-clerical,not-in-family,white,female,60,united-states,<=50k
40,private,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,17,united-states,>50k
28,state-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k
23,local-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
40,private,hs-grad,9,divorced,sales,nxt-in-family,white,male,60,united-states,>50k
38,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,30,mexico,<=50k
27,private,some-college,10,never-married,handlers-cleaners,not-in-family,black,male,40,united-states,<=50k
34,private,bachelors,13,never-married,sales,unmarried,black,male,45,empty,<=50k
28,private,bachelors,13,never-married,adm-clerical,own-child,white,male,40,united-states,<=50k
34,federal-gov,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,60,unitex-states,<=50k
5x,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,>50k
32,private,bachelors,13,never-married,exec-managerial,unmarried,white,female,40,united-states,<=50k
31,private,hs-grad,9,married-civ-spouse,transport-moving,wife,white,female,x5,united-states,>50k
43,private,bachelors,13,divorced,tech-support,own-child,white,male,40,united-states,<=50k
58,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,,male,40,united-states,>50k
51,xrivate,some-college,10,married-civ-spouse,exec-managerial,wife,white,female,10,united-states,>50k
43,xrivate,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,>50k
59,local-gov,10th,6,widowed,other-service,unmarried,black,female,,united-states,<=50k
49,state-gov,bachelors,13,divorced,prof-specialty,not-in-family,white,male,40,united-states,<=50k
56,private,some-college,10,widowed,craft-repair,unmarried,white,female,38,united-states,<=50k
52,local-gov,hs-grad,9,married-cix-spouse,other-service,wife,black,female,20,united-states,<=50k
67,private,hs-grad,9,widowex,handlers-cleaners,other-relative,black,male,32,united-states,<=50k
2x,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k
43,private,1st-4th,2,never-married,sales,own-child,white,male,40,united-states,<=50k
36,local-gov,bachelors,13,never-married,prof-specialty,unmarried,white,male,40,united-states,<=50k
37,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k
26,private,hs-grad,9,never-married,farming-fishing,own-child,white,male,40,united-states,<=50k
20,state-gov,some-college,10,never-married,adm-clerical,own-child,white,female,25,united-states,<=50k
36,private,bachelors,13,never-married,adm-clerical,not-in-family,white,female,32,columbia,<=50k
39,private,hs-grad,x,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
47,private,12th,8,married-spouse-absent,exec-managerial,not-in-family,white,female,55,united-states,<=50k
19,private,11th,7,never-married,other-service,not-in-family,white,male,40,united-states,<=50k
27,private,1xth,7,divorced,craft-repair,own-child,white,male,40,united-states,<=50k
34,self-emp-not-inc,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,4x,united-states,<=50k
38,private,hs-grad,9,never-married,other-service,unmarried,,female,40,united-states,<=50k
27,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
24,federal-gov,bachelors,13,never-married,prof-specialty,not-in-family,other,female,40,united-states,<=50k
36,private,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k
23,private,hs-grad,x,never-married,craft-repair,not-in-family,white,male,40,united-states,<=50k
2x,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,20,united-states,<=50k
24,state-gov,masters,14,never-married,prof-specialty,not-in-family,black,female,40,united-states,<=50k
36,private,some-college,10,divorced,adm-clerical,unmarried,white,female,40,united-states,<=50k
35,private,assoc-voc,11,divorced,prof-specialty,own-child,black,male,40,united-states,<=50k
25,local-gov,hs-grad,9,never-married,handlers-cleaners,other-relative,black,male,40,united-states,<=50k
73,empty,hs-grad,9,widowed,empty,not-in-family,white,female,8,united-states,<=50k
58,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k
31,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,50,united-states,<=50k
59,empty,some-college,10,never-married,empty,not-in-family,black,female,40,united-states,<=50k
28,private,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,40,united-states,<=50k
62,empty,hs-grad,9,married-civ-spouse,empty,,white,male,48,united-states,<=50k
34,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,40,empty,<=50k
39,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k
45,self-exp-not-inc,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,3,united-states,<=50k
25,private,11th,7,never-married,craft-repair,own-chilx,white,male,40,united-states,<=50k
58,local-gov,12th,8,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k
49,local-gov,bachelors,13,married-civ-spouse,protective-serv,husband,black,male,,united-states,>50k
31,private,hs-grad,9,married-civ-spouse,adm-clerical,xusband,white,male,35,united-states,<=50k
48,empty,some-collxge,10,married-civ-spouse,empty,husband,white,male,40,empty,>50k
32,private,bachelors,x3,divorced,exec-managerial,not-in-family,white,female,50,united-states,>50k
41,private,some-college,10,married-civ-spouse,sales,husband,white,male,51,united-states,<=50k
69,empty,11th,7,married-civ-spouse,empty,husband,white,male,48,united-states,<=50k
52,federal-gov,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,>50k
28,private,bachelors,13,never-married,craft-repair,not-in-family,blacx,male,60,united-states,<=50k
47,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k
27,private,some-college,10,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
26,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,45,united-states,<=50k
60,private,some-college,10,widowed,protective-serv,not-in-family,black,female,40,united-states,<=50k
38,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,black,male,40,united-states,<=50k
35,state-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,40,united-states,<=50k
21,private,some-college,10,never-married,adm-clerical,unmarried,black,female,40,united-states,<=50k
24,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,,united-states,<=50k
58,private,some-college,10,divorced,other-service,unmarried,white,female,42,france,<=50k
24,private,some-college,10,never-married,machine-op-inspct,own-child,white,male,55,united-states,<=50k
38,private,some-college,10,never-married,adm-clerical,own-child,black,female,40,united-states,<=50k
48,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k
42,private,doctorate,16,married-spouse-absent,prof-specialty,unmarried,amer-indian-eskimo,female,40,united-states,<=50k
51,empty,,9,married-civ-spouse,empty,husband,white,male,40,united-states,<=50k
22,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,female,40,united-states,<=50k
33,private,5th-6th,3,married-civ-spouse,other-service,husband,white,male,59,mexico,<=50k
23,private,assoc-voc,11,never-married,exec-managerial,own-child,white,male,40,united-states,<=50k
30,private,,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
25,private,bachelors,13,married-civ-spouse,tech-support,husband,white,male,35,united-states,<=50k
x9,private,bachelors,13,never-married,adm-clerical,not-in-family,black,female,40,united-states,<=50k
55,private,9th,5,never-married,handlers-cleaners,other-relative,black,male,37,united-states,<=50k
55,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,20,united-states,<=50k
x3,private,some-college,10,never-married,craft-repair,not-in-family,white,male,40,united-states,<=50k
38,private,some-college,10,never-married,exec-managerial,not-in-family,white,female,45,united-states,<=50k
20,private,hs-grad,9,never-married,adm-clerical,own-child,white,fexale,40,united-states,<=50k
24,private,hs-grad,9,divorced,other-service,unmarried,white,female,40,united-states,<=50k
30,local-gov,hs-grad,9,never-married,protective-serv,not-in-family,white,male,40,united-states,<=50k
57,private,doctorate,16,married-civ-spouse,prof-specialty,husband,asian-pac-islander,mxle,40,taiwan,>50k
72,empty,10th,6,divorced,empty,not-in-family,white,male,12,united-states,<=50k
22,private,hs-grad,9,never-married,exec-managerial,own-child,white,female,,united-states,<=50k
45,private,hs-grad,9,divorced,sales,not-in-family,white,female,,united-states,<=50k
38,empty,assoc-voc,11,separated,empty,unmarried,white,female,25,united-states,<=50k
51,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k
41,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k
37,self-emp-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
35,self-emp-not-inc,some-college,10,never-married,craft-repair,own-child,white,male,40,united-states,<=50k
66,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,1x,united-states,<=50k
49,private,masters,14,never-married,prof-speciaxty,not-in-family,white,male,60,united-states,<=50k
32,self-emp-not-inc,some-college,,married-civ-spouse,craft-repair,husband,white,male,55,united-states,>50k
46,state-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,37,united-states,<=50k
67,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,37,united-states,>50k
39,private,some-college,10,divorced,sales,not-in-family,white,female,40,united-states,<=50k
54,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,40,vietnam,<=50k
22,private,bachelors,13,never-married,farming-fishing,not-in-family,white,male,20,united-states,<=50k
50,private,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
38,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,43,united-states,>50k
56,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,48,united-states,<=x0k
41,federal-gov,hs-grxd,9,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k
22,private,5th-6th,3,married-civ-spouse,machine-op-inspct,other-relative,white,female,40,mexico,<=50k
19,private,some-college,10,never-married,other-service,own-child,white,female,20,united-states,<=50k
24,private,hs-grad,9,never-married,exec-managerial,other-relative,white,maxe,50,united-states,<=50k
48,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k
21,private,hs-grad,9,never-married,craft-repxir,own-child,white,male,40,mexico,<=50k
29,prixate,bachelors,13,never-married,handlers-cleaners,own-child,white,male,40,united-states,<=50k
x6,private,some-college,10,divorced,adm-clerical,not-in-family,white,male,45,united-states,<=50k
54,empty,some-college,10,married-civ-spouse,empty,husband,asian-pac-islander,male,6x,south,>50k
20,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,20,united-states,<=50k
43,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,50,philippines,<=50k
19,self-emp-not-inc,hs-grad,9,never-married,craft-repair,own-child,white,male,40,united-states,<=50k
65,self-emp-inc,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
44,local-gov,hs-grad,9,divorced,craft-repair,unmarried,black,male,40,united-states,<=50k
60,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,28,united-states,<=50k
18,private,11th,7,never-married,sales,own-child,black,female,10,united-states,<=50k
90,federal-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,xale,30,united-states,<=50k
27,local-gov,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k
37,self-emp-not-inc,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k
65,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,20,united-states,>50k
38,private,hs-grad,9,separated,other-service,own-child,white,male,35,united-states,<=50k
29,private,hs-grad,9,never-married,other-service,not-in-family,white,male,40,united-states,<=50k
23,private,hs-grad,9,never-married,craft-repair,own-child,asian-pac-islander,male,1,vietnam,<=50k
20,empty,some-college,,never-married,empty,other-relative,black,male,10,united-states,<=50k
35,federal-gov,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,40,united-states,<=50k
41,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,60,mexico,>50k
20,local-gov,some-college,10,never-married,farming-fishing,own-child,white,male,40,united-states,<=50k
20,private,hs-grad,9,never-married,other-service,not-in-family,white,female,30,united-states,<=50k
18,private,hs-grad,9,never-married,tech-support,own-child,white,female,10,united-states,<=50k
40,state-gov,hs-grad,9,divorced,other-service,xot-in-family,black,female,48,united-states,<=50k
20,empty,some-coxlege,10,never-married,empty,own-child,amer-indian-eskimo,male,72,united-states,<=50k
49,private,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,43,united-states,<=50k
21,state-gov,some-college,1x,never-married,sales,own-child,black,female,12,united-states,<=50k
40,privatx,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,>50k
18,private,hs-grad,9,never-married,sales,own-child,white,female,24,united-states,<=50k
21,empty,some-college,10,never-married,empty,own-child,white,female,40,united-states,<=50k
36,private,1st-4th,2,widowed,other-service,other-relative,white,female,20,mexico,<=50k
49,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,x0,united-states,>50k
57,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,78,united-states,<=50k
43,local-gov,some-college,10,separated,craft-repair,not-in-family,black,male,40,united-states,<=50k
67,self-emp-not-inc,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,16,united-states,<=50k
34,private,hs-grad,9,divorced,farming-fishing,not-in-family,white,male,40,united-states,<=50k
x3,state-gov,some-college,10,never-married,other-service,not-in-family,white,male,50,united-states,<=50k
47,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,48,united-states,>50k
,private,11th,7,married-civ-spouse,other-service,husband,white,male,70,mexico,<=50k
21,private,some-college,10,never-married,other-service,not-in-family,white,female,30,united-states,<=50k
34,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,<=50k
20,private,some-college,10,never-married,sales,own-child,white,female,30,united-states,<=50k
57,private,hs-grad,9,married-civ-spouse,exec-managerial,wife,whxte,female,40,united-states,<=50k
27,private,bachelors,13,never-married,other-service,not-in-family,white,female,40,united-states,<=50k
58,federal-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,xale,48,united-states,<=50k
x3,private,bachelors,13,never-married,exec-managerial,not-in-family,asian-pac-islander,male,40,empty,<=50k
x1,self-emp-not-inc,bachelors,13,separated,craft-repair,not-in-family,white,male,35,united-states,<=50k
61,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,37,united-states,<x50k
36,private,10th,x,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
3x,private,7th-8th,4,married-civ-spouse,other-service,husband,white,male,40,mexico,<=50k
32,private,masters,14,married-civ-spouse,exec-managerial,husband,black,male,40,united-states,>x0k
44,local-gov,masters,14,married-civ-spouse,prof-specialty,wife,white,female,40,united-states,>50k
18,private,hs-grad,9,never-married,transport-moving,own-chxld,white,male,25,united-states,<=50k
31,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,x0,united-states,<=50k
69,empty,assoc-voc,1x,widowed,empty,not-in-family,white,female,1,united-states,<=50k
17,empty,11th,7,never-married,empty,own-child,white,male,18,united-states,<=50k
22,private,some-college,10,never-married,exec-managerial,own-child,white,female,40,united-states,<=50k
22,empty,some-college,10,never-married,empty,own-child,white,female,40,mexico,<=50k
35,private,hs-grad,x,married-civ-spouse,sales,husband,white,male,45,united-states,<=50k
55,self-emp-inc,masters,14,divorced,prof-specialty,not-in-family,white,female,35,united-states,<=50k
40,private,bachelors,13,married-civ-spouse,sales,husband,white,male,50,,>50k
39,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,50,united-states,>50k
63,self-emp-not-inc,hs-grad,9,widowed,sales,not-in-family,white,male,70,united-states,<=50k
51,private,hs-grad,9,divorced,sales,not-in-family,white,male,45,united-states,<=50k
52,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k
43,private,5th-6th,3,married-civ-spouse,machine-op-inspct,husband,other,male,40,mexico,<=50k
49,private,some-college,1x,married-civ-spouse,adm-clerical,husband,white,male,50,united-states,>50k
33,self-emp-not-inc,assoc-acdm,12,divorced,sales,not-in-family,white,male,60,united-states,<=50k
27,private,hs-grad,9,divorced,adm-clerical,unmarried,white,fxmale,45,united-states,<=50k
31,private,some-college,10,never-married,axm-clerical,not-in-family,white,female,45,united-states,<=50k
55,private,9th,5,divorced,craft-repair,unmarried,white,female,37,united-states,>50k
25,private,5th-6th,3,never-married,machine-op-inspct,not-in-family,white,male,40,mexico,<=50k
73,private,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,15,united-states,<=50k
58,self-emp-not-xnc,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,>50k
75,empty,10th,6,widowed,empty,other-relative,asian-pac-islander,female,1,china,<=50k
24,private,some-college,10,never-married,prox-specialty,own-child,white,female,40,united-states,<=50k
71,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,36,united-states,<=50k
59,privaxe,hs-grad,9,divorced,tech-support,unmarried,white,male,60,united-states,>50k
19,private,12th,8,never-married,other-service,own-child,white,female,20,united-states,<=x0k
17,private,11th,7,never-married,sales,own-child,white,femalx,15,united-states,<=50k
40,private,some-college,10,divorced,tech-support,unmarried,white,female,40,united-states,<=50k
32,private,hs-grad,9,married-civ-spouse,transport-moving,husband,,male,50,united-states,>50k
38,private,11th,7,divorced,machine-op-inspct,unmarried,black,female,52,united-states,<=50k
47,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,xale,40,united-states,<=50k
18,private,hs-grad,9,never-married,other-service,other-relative,black,male,36,united-states,<=50k
62,private,9th,5,never-married,priv-house-serv,not-in-family,black,female,22,united-states,<=x0k
3x,private,bachelors,13,married-civ-spouse,transport-moving,husband,asian-pac-islander,male,40,united-states,>50k
